timestamp,temperature,humidity,pressure,wind_speed,rainfall,wind_direction,dew_point,station_id,station_name,lat,lon,data_source
2024-01-01T00:00,22.8,76,982.1,7.7,0.0,118,18.3,AWS_ERD_005,Perundurai,11.2744,77.5831,ERA5_OpenMeteo
2024-01-01T01:00,22.1,82,981.6,5.6,0.0,130,18.9,AWS_ERD_005,Perundurai,11.2744,77.5831,ERA5_OpenMeteo
2024-01-01T02:00,21.4,88,981.1,5.6,0.0,135,19.4,AWS_ERD_005,Perundurai,11.2744,77.5831,ERA5_OpenMeteo
2024-01-01T03:00,21.8,86,980.9,0.8,0.0,297,19.4,AWS_ERD_005,Perundurai,11.2744,77.5831,ERA5_OpenMeteo
2024-01-01T04:00,20.8,92,981.4,2.2,0.0,270,19.4,AWS_ERD_005,Perundurai,11.2744,77.5831,ERA5_OpenMeteo
2024-01-01T05:00,20.1,95,981.8,2.2,0.0,261,19.4,AWS_ERD_005,Perundurai,11.2744,77.5831,ERA5_OpenMeteo
2024-01-01T06:00,21.1,87,982.7,6.0,0.0,65,18.8,AWS_ERD_005,Perundurai,11.2744,77.5831,ERA5_OpenMeteo
2024-01-01T07:00,22.0,84,983.8,11.7,0.0,47,19.2,AWS_ERD_005,Perundurai,11.2744,77.5831,ERA5_OpenMeteo
2024-01-01T08:00,23.4,77,984.6,13.1,0.0,37,19.2,AWS_ERD_005,Perundurai,11.2744,77.5831,ERA5_OpenMeteo
2024-01-01T09:00,25.2,66,985.1,12.2,0.0,43,18.5,AWS_ERD_005,Perundurai,11.2744,77.5831,ERA5_OpenMeteo
2024-01-01T10:00,26.9,58,984.7,9.2,0.0,51,17.9,AWS_ERD_005,Perundurai,11.2744,77.5831,ERA5_OpenMeteo
2024-01-01T11:00,27.8,54,983.7,7.7,0.0,62,17.7,AWS_ERD_005,Perundurai,11.2744,77.5831,ERA5_OpenMeteo
